Response_ID	Annotation_ID	Segment_Type	Span_Start	Span_End
R000200	2	claimed_source	219	246
R000201	1	Ayah	58	153
R000201	1	claimed_source	156	166
R000201	2	matn	458	541
R000201	2	isnad	364	456
R000201	2	claimed_source	337	362
R000202	1	Ayah	147	287
R000202	1	claimed_source	290	301
R000202	2	matn	424	451
R000202	2	claimed_source	454	461
R000203	1	Ayah	280	322
R000203	1	claimed_source	325	337
R000203	2	Ayah	353	514
R000203	2	claimed_source	517	527
R000203	3	Ayah	690	739
R000203	3	claimed_source	742	751
R000203	4	matn	901	994
R000203	4	claimed_source	997	1006
R000203	5	matn	1161	1215
R000203	5	claimed_source	1218	1230
R000203	6	Ayah	1365	1423
R000203	6	claimed_source	1426	1435
R000204	1	NoAnnotation	-	-
R000205	1	Ayah	169	208
R000205	1	claimed_source	211	219
R000205	2	matn	471	525
R000205	2	claimed_source	432	460
R000205	3	Ayah	743	806
R000205	3	claimed_source	809	818
R000205	4	matn	1081	1133
R000205	4	claimed_source	1042	1070
R000206	1	Ayah	196	234
R000206	1	claimed_source	236	257
R000206	2	Ayah	460	502
R000206	2	claimed_source	504	521
R000206	3	Ayah	733	760
R000206	3	claimed_source	762	782
R000206	4	Ayah	988	1017
R000206	4	claimed_source	1019	1036
R000207	1	matn	315	453
R000207	1	claimed_source	456	463
R000207	2	Ayah	649	1075
R000207	2	claimed_source	1078	1089
R000207	3	matn	1282	1449
R000207	3	claimed_source	1452	1456
R000208	1	Ayah	98	474
R000208	1	claimed_source	82	86
R000208	2	matn	538	599
R000208	2	claimed_source	525	532
R000208	3	matn	617	678
R000208	3	claimed_source	607	611
R000209	1	Ayah	136	208
R000209	1	claimed_source	212	222
R000209	2	matn	339	461
R000209	2	claimed_source	465	492
R000210	1	Ayah	96	152
R000210	1	claimed_source	155	167
R000211	1	Ayah	314	449
R000211	1	claimed_source	278	300
R000211	2	matn	698	743
R000211	2	isnad	668	696
R000211	2	claimed_source	746	759
R000212	1	Ayah	229	344
R000212	1	claimed_source	193	215
R000212	2	matn	558	581
R000212	2	isnad	499	556
R000212	2	claimed_source	481	498
R000212	3	matn	640	689
R000212	3	isnad	609	638
R000212	3	claimed_source	599	607
R000213	1	Ayah	320	385
R000213	1	claimed_source	395	406
R000213	2	matn	716	777
R000213	2	claimed_source	788	847
R000213	3	Ayah	1146	1221
R000213	3	claimed_source	1231	1242
R000213	4	matn	1812	1881
R000213	4	claimed_source	1892	1946
R000213	5	Ayah	2600	2671
R000213	5	claimed_source	2681	2693
R000214	1	Ayah	336	994
R000214	1	claimed_source	996	1016
R000214	2	matn	1132	1417
R000214	2	isnad	1053	1127
R000214	2	claimed_source	1420	1477
R000215	1	Ayah	117	228
R000215	1	claimed_source	94	113
R000215	2	matn	316	386
R000215	2	isnad	289	314
R000215	2	claimed_source	259	287
R000216	1	Ayah	167	235
R000216	1	claimed_source	155	164
R000216	2	matn	529	592
R000216	2	claimed_source	447	467
R000217	1	matn	561	612
R000217	1	claimed_source	614	639
R000217	2	Ayah	756	824
R000217	2	claimed_source	827	838
R000217	3	matn	1162	1250
R000217	3	isnad	1100	1160
R000217	3	claimed_source	1253	1278
R000219	1	Ayah	330	410
R000219	1	claimed_source	413	424
R000219	2	matn	462	518
R000219	2	claimed_source	521	548
R000219	3	matn	891	926
R000219	3	claimed_source	929	956
R000220	1	Ayah	251	413
R000220	1	claimed_source	216	243
R000220	2	Ayah	478	640
R000220	2	claimed_source	447	470
R000220	3	matn	825	871
R000220	3	isnad	786	817
R000220	3	claimed_source	887	939
R000221	1	Ayah	167	459
R000221	1	claimed_source	140	159
R000221	2	Ayah	468	503
R000221	3	matn	652	944
R000221	3	claimed_source	599	648
R000225	1	matn	461	486
R000225	1	claimed_source	489	508
R000225	2	matn	616	641
R000225	2	claimed_source	680	689
R000226	1	matn	243	294
R000226	1	claimed_source	297	306
R000226	2	matn	342	358
R000226	2	claimed_source	361	370
R000226	3	Ayah	449	562
R000226	3	claimed_source	565	575
R000226	4	Ayah	591	731
R000226	4	claimed_source	734	746
R000227	1	Ayah	703	779
R000227	1	claimed_source	782	803
R000227	2	Ayah	812	1081
R000227	2	claimed_source	1084	1107
R000227	3	matn	1146	1208
R000227	3	isnad	1126	1144
R000227	3	claimed_source	1211	1223
R000227	4	matn	1282	1350
R000227	4	isnad	1230	1280
R000227	4	claimed_source	1353	1362
R000228	1	Ayah	654	838
R000228	1	claimed_source	849	864
R000228	2	Ayah	1061	1106
R000228	2	claimed_source	1117	1130
R000228	3	Ayah	1282	1320
R000228	3	claimed_source	1331	1344
R000228	4	Ayah	1511	1534
R000228	4	claimed_source	1545	1558
R000228	5	matn	1721	1760
R000228	5	claimed_source	1771	1820
R000229	1	Ayah	15	37
R000229	2	Ayah	322	345
R000229	2	claimed_source	357	368
R000229	3	matn	859	989
R000229	3	isnad	821	855
R000229	3	claimed_source	999	1038
R000229	4	Ayah	1198	1221
R000230	1	Ayah	113	254
R000230	1	claimed_source	257	266
R000231	1	Ayah	222	475
R000231	1	claimed_source	478	495
R000231	2	Ayah	663	727
R000231	2	claimed_source	730	748
R000231	3	Ayah	903	945
R000231	3	claimed_source	948	965
R000231	4	Ayah	1101	1183
R000231	4	claimed_source	1186	1207
R000231	5	matn	1271	1388
R000231	5	isnad	1236	1269
R000231	5	claimed_source	1391	1403
R000231	6	matn	1463	1662
R000231	6	isnad	1428	1461
R000231	6	claimed_source	1665	1677
R000232	1	Ayah	364	494
R000232	1	claimed_source	331	356
R000232	2	Ayah	505	533
R000232	3	Ayah	544	597
R000232	4	matn	810	881
R000232	4	isnad	771	802
R000232	4	claimed_source	892	948
R000232	5	matn	1474	1599
R000232	5	isnad	1436	1466
R000232	5	claimed_source	1610	1666
R000232	6	matn	1982	2020
R000232	6	claimed_source	2031	2089
R000233	1	Ayah	188	313
R000233	1	claimed_source	108	119
R000233	2	matn	540	618
R000233	2	isnad	511	538
R000233	2	claimed_source	451	510
R000234	1	Ayah	114	195
R000234	1	claimed_source	104	111
R000234	2	matn	242	509
R000234	2	isnad	222	241
R000234	2	claimed_source	213	220
R000235	1	NoAnnotation	-	-
R000236	1	Ayah	162	201
R000236	1	claimed_source	204	214
R000236	2	matn	282	349
R000236	2	claimed_source	384	418
R000238	1	Ayah	140	370
R000238	1	claimed_source	116	137
R000238	2	matn	468	501
R000238	2	isnad	397	466
R000238	2	claimed_source	384	396
R000238	3	Ayah	631	793
R000238	3	claimed_source	607	628
R000240	1	Ayah	522	629
R000240	1	claimed_source	632	642
R000240	2	Ayah	1936	1989
R000240	2	claimed_source	1992	2002
R000240	3	Ayah	2030	2096
R000240	3	claimed_source	2099	2108
R000240	4	matn	2274	2317
R000240	4	claimed_source	2321	2334
R000240	5	matn	2364	2437
R000240	5	isnad	2339	2362
R000240	5	claimed_source	2441	2449
R000241	1	Ayah	162	290
R000241	1	claimed_source	296	313
R000241	2	Ayah	415	472
R000241	2	claimed_source	478	493
R000241	3	matn	663	1251
R000241	3	claimed_source	600	607
R000241	4	matn	1339	1385
R000241	4	claimed_source	1273	1277
R000241	5	matn	1542	1571
R000241	5	claimed_source	1391	1395
R000242	1	matn	94	130
R000242	1	claimed_source	133	142
R000242	2	Ayah	281	428
R000242	2	claimed_source	431	441
R000242	3	matn	576	627
R000242	3	claimed_source	630	648
R000242	4	matn	843	896
R000242	4	isnad	785	841
R000242	4	claimed_source	899	911
R000245	1	NoAnnotation	-	-
R000246	1	Ayah	844	901
R000246	1	claimed_source	911	933
R000246	2	matn	1071	1162
R000246	2	claimed_source	1171	1219
R000248	1	Ayah	56	103
R000248	1	claimed_source	18	32
R000248	2	matn	256	281
R000248	2	isnad	190	254
R000248	2	claimed_source	286	313
R000248	3	matn	401	426
R000248	3	isnad	395	399
R000249	1	Ayah	23	49
R000249	1	claimed_source	102	123
R000249	2	matn	956	995
R000249	2	isnad	890	954
R000249	2	claimed_source	853	889
R000250	1	matn	596	639
R000250	1	claimed_source	648	692
R000250	2	matn	1078	1102
R000250	2	claimed_source	1111	1152
R000250	3	Ayah	1232	1290
R000250	3	claimed_source	1299	1315
R000250	4	Ayah	1475	1509
R000250	4	claimed_source	1518	1530
R000250	5	Ayah	1690	1732
R000250	5	claimed_source	1741	1757
R000252	1	Ayah	814	869
R000252	1	claimed_source	872	883
R000252	2	Ayah	902	928
R000252	2	claimed_source	931	942
R000252	3	matn	964	1029
R000252	3	isnad	946	962
R000252	3	claimed_source	1032	1045
R000254	1	Ayah	244	369
R000254	1	claimed_source	219	241
R000254	2	matn	439	532
R000254	2	claimed_source	535	544
R000255	1	Ayah	168	226
R000255	1	claimed_source	238	247
R000255	2	matn	546	589
R000255	2	isnad	489	544
R000255	2	claimed_source	456	488
R000255	3	matn	788	851
R000255	3	claimed_source	854	863
R000255	4	matn	1002	1030
R000255	4	claimed_source	1033	1045
R000256	1	Ayah	99	178
R000256	1	claimed_source	181	190
R000256	2	matn	290	337
R000256	2	isnad	239	288
R000256	2	claimed_source	341	364
R000258	1	Ayah	524	648
R000258	1	claimed_source	494	514
R000258	2	matn	808	860
R000258	2	claimed_source	870	933
R000258	3	matn	1125	1189
R000258	3	claimed_source	1199	1242
R000258	4	matn	1402	1466
R000258	4	claimed_source	1476	1536
R000258	5	Ayah	1769	1805
R000258	5	claimed_source	1736	1759
R000258	6	Ayah	1854	1890
R000258	6	claimed_source	1821	1844
R000259	1	Ayah	271	574
R000259	1	claimed_source	228	251
R000259	2	matn	904	963
R000259	2	claimed_source	966	984
R000261	1	Ayah	25	141
R000262	1	Ayah	865	1050
R000262	1	claimed_source	840	862
R000262	2	Ayah	1082	1203
R000262	2	claimed_source	1057	1079
R000262	3	matn	1299	1484
R000262	3	isnad	1235	1297
R000262	3	claimed_source	1487	1491
R000262	4	matn	1562	1707
R000262	4	isnad	1498	1560
R000262	4	claimed_source	1710	1717
R000263	1	Ayah	69	215
R000263	1	claimed_source	23	44
R000263	2	Ayah	224	321
R000263	2	claimed_source	23	44
R000263	3	matn	460	672
R000263	3	isnad	429	457
R000263	3	claimed_source	375	418
R000264	1	matn	571	713
R000264	1	isnad	462	569
R000264	1	claimed_source	716	727
R000264	2	matn	1016	1379
R000264	2	isnad	969	1014
R000264	2	claimed_source	1382	1393
R000264	3	matn	1665	1870
R000264	3	isnad	1622	1663
R000264	3	claimed_source	1873	1884
R000265	1	Ayah	116	171
R000265	1	claimed_source	174	189
R000265	2	matn	394	477
R000265	2	claimed_source	481	527
R000266	1	matn	389	501
R000266	1	claimed_source	504	517
R000266	2	Ayah	811	968
R000266	2	claimed_source	971	1008
R000267	1	NoAnnotation	-	-
R000269	1	Ayah	267	474
R000269	1	claimed_source	231	252
R000269	2	matn	591	700
R000269	2	isnad	522	589
R000269	2	claimed_source	702	711
R000272	1	Ayah	400	433
R000272	1	claimed_source	444	456
R000272	2	matn	519	542
R000272	2	claimed_source	553	600
R000273	1	Ayah	675	796
R000273	1	claimed_source	799	810
R000273	2	Ayah	868	1047
R000273	2	claimed_source	1050	1061
R000273	3	Ayah	1534	1619
R000273	3	claimed_source	1622	1633
R000273	4	Ayah	1677	1711
R000273	4	claimed_source	1714	1725
R000273	5	matn	1829	1859
R000273	5	claimed_source	1863	1872
R000273	6	matn	2431	2528
R000273	6	claimed_source	2532	2545
R000273	7	matn	2590	2633
R000273	7	claimed_source	2637	2649
R000275	1	matn	460	619
R000275	1	isnad	400	458
R000275	1	claimed_source	382	399
R000276	1	Ayah	183	256
R000276	1	claimed_source	169	181
R000276	2	matn	554	694
R000276	2	claimed_source	489	514
R000277	1	NoAnnotation	-	-
R000278	1	Ayah	309	362
R000278	1	claimed_source	286	306
R000278	2	Ayah	404	448
R000278	2	claimed_source	381	401
R000278	3	matn	533	589
R000278	3	claimed_source	482	494
R000278	4	Ayah	690	735
R000278	4	claimed_source	666	687
R000278	5	Ayah	771	813
R000278	5	claimed_source	744	768
R000278	6	matn	872	956
R000278	6	claimed_source	821	833
R000279	1	Ayah	325	423
R000279	1	claimed_source	434	443
R000279	2	matn	573	617
R000279	2	claimed_source	628	641
R000279	3	matn	680	737
R000279	3	claimed_source	748	761
R000279	4	matn	813	874
R000279	4	claimed_source	885	897
R000279	5	Ayah	1352	1409
R000279	5	claimed_source	1420	1429
R000281	1	Ayah	1086	1229
R000281	1	claimed_source	1061	1083
R000281	2	Ayah	1274	1448
R000281	2	claimed_source	1250	1271
R000281	3	matn	1558	1700
R000281	3	isnad	1493	1556
R000281	3	claimed_source	1703	1710
R000281	4	matn	1784	1956
R000281	4	isnad	1717	1782
R000281	4	claimed_source	1959	1963
R000283	1	Ayah	1022	1551
R000283	1	claimed_source	999	1019
R000283	2	Ayah	1584	1805
R000283	2	claimed_source	1558	1581
R000283	3	matn	1915	2021
R000283	3	isnad	1843	1914
R000283	3	claimed_source	2025	2072
R000283	4	matn	2157	2409
R000283	4	isnad	2085	2156
R000283	4	claimed_source	2413	2450
R000284	1	Ayah	206	278
R000284	1	claimed_source	289	300
R000284	2	matn	425	473
R000284	2	claimed_source	476	489
R000284	3	matn	945	995
R000284	3	claimed_source	998	1016
R000287	1	Ayah	90	172
R000287	1	claimed_source	181	193
R000287	2	matn	250	394
R000287	2	claimed_source	403	450
R000287	3	matn	467	526
R000287	3	claimed_source	535	578
R000290	1	matn	187	206
R000290	1	claimed_source	210	223
R000290	2	matn	258	348
R000290	2	isnad	227	256
R000290	2	claimed_source	352	359
R000290	3	Ayah	524	616
R000290	3	claimed_source	619	635
R000290	4	Ayah	663	711
R000290	4	claimed_source	714	730
R000291	1	Ayah	179	296
R000291	1	claimed_source	142	165
R000291	2	Ayah	438	508
R000291	2	claimed_source	403	424
R000291	3	matn	616	695
R000291	3	isnad	567	614
R000291	3	claimed_source	699	758
R000292	1	Ayah	315	469
R000292	1	claimed_source	293	312
R000292	2	matn	623	654
R000292	2	claimed_source	657	666
R000293	1	NoAnnotation	-	-
R000294	1	Ayah	149	301
R000294	1	claimed_source	137	140
R000294	2	matn	461	683
R000294	2	isnad	431	459
R000294	2	claimed_source	388	430
R000295	1	NoAnnotation	-	-
R000296	1	Ayah	500	576
R000296	1	claimed_source	579	590
R000296	2	Ayah	605	1040
R000296	2	claimed_source	1043	1056
R000296	3	Ayah	1072	1102
R000296	3	claimed_source	1105	1116
R000296	4	Ayah	1129	1209
R000296	4	claimed_source	1212	1223
R000296	5	Ayah	1237	1354
R000296	5	claimed_source	1357	1368
R000296	6	matn	1422	1535
R000296	6	claimed_source	1538	1550
R000296	7	matn	1565	1655
R000296	7	claimed_source	1658	1667
R000296	8	matn	1683	1844
R000296	8	claimed_source	1847	1856
R000296	9	matn	1869	1948
R000296	9	claimed_source	1951	1960
R000296	10	matn	1974	2080
R000296	10	claimed_source	2083	2095
R000297	1	Ayah	130	158
R000297	1	claimed_source	161	170
R000297	2	matn	236	262
R000297	2	isnad	177	234
R000297	2	claimed_source	288	319
R000299	1	Ayah	1664	1743
R000299	1	claimed_source	1751	1777
R000299	2	matn	1902	2026
R000299	2	claimed_source	2042	2088
R000300	1	Ayah	275	537
R000300	1	claimed_source	540	550
R000300	2	matn	710	944
R000300	2	claimed_source	947	970
R000300	3	matn	1136	1333
R000300	3	claimed_source	1336	1349
R000301	1	NoAnnotation	-	-
R000303	1	Ayah	162	191
R000303	1	claimed_source	194	204
R000303	2	Ayah	217	254
R000303	2	claimed_source	257	268
R000303	3	matn	322	380
R000303	3	claimed_source	383	396
R000303	4	Ayah	597	834
R000303	4	claimed_source	837	848
R000303	5	matn	903	1037
R000303	5	claimed_source	1040	1052
R000306	1	matn	512	532
R000306	1	claimed_source	535	597
R000306	2	matn	1670	1690
R000306	2	claimed_source	1693	1753
R000306	3	Ayah	1764	1806
R000306	3	claimed_source	1809	1820
R000307	1	Ayah	550	730
R000307	1	claimed_source	733	744
R000307	2	matn	1027	1130
R000307	2	claimed_source	1134	1148
R000307	3	Ayah	1403	1492
R000307	3	claimed_source	1495	1504
R000307	4	Ayah	1892	1949
R000307	4	claimed_source	1952	1963
R000307	5	Ayah	2239	2329
R000307	5	claimed_source	2332	2343
R000308	1	Ayah	884	984
R000308	1	claimed_source	987	997
R000308	2	matn	2063	2109
R000308	2	claimed_source	2114	2153
R000308	3	matn	2275	2328
R000308	3	claimed_source	2333	2352
R000309	1	NoAnnotation	-	-
R000311	1	Ayah	653	686
R000311	1	claimed_source	695	703
R000311	2	Ayah	1040	1082
R000311	2	claimed_source	1091	1102
R000311	3	matn	1287	1404
R000311	3	claimed_source	1411	1462
R000311	4	matn	1845	1897
R000311	4	claimed_source	1904	1953
R000313	1	Ayah	434	659
R000313	1	claimed_source	662	671
R000313	2	Ayah	773	912
R000313	2	claimed_source	915	926
R000313	3	Ayah	1022	1098
R000313	3	claimed_source	1101	1110
R000313	4	matn	1247	1266
R000313	4	claimed_source	1269	1287
R000313	5	matn	1450	1477
R000313	5	claimed_source	1480	1498
R000314	1	Ayah	320	669
R000314	1	claimed_source	672	686
R000314	2	matn	763	933
R000314	2	claimed_source	936	953
R000315	1	Ayah	280	331
R000315	1	claimed_source	244	266
R000315	2	matn	603	634
R000315	2	claimed_source	556	569
R000316	1	NoAnnotation	-	-
R000317	1	Ayah	151	359
R000317	1	claimed_source	370	378
R000317	2	matn	675	731
R000317	2	claimed_source	742	792
R000318	1	NoAnnotation	-	-
R000319	1	matn	337	413
R000319	1	claimed_source	416	428
R000321	1	Ayah	295	435
R000321	1	claimed_source	271	292
R000321	2	Ayah	558	624
R000321	2	claimed_source	534	555
R000321	3	matn	801	848
R000321	3	claimed_source	851	869
R000321	4	Ayah	1140	1305
R000321	4	claimed_source	1118	1137
R000321	5	matn	1372	1500
R000321	5	claimed_source	1503	1521
R000321	6	matn	1578	1605
R000321	6	claimed_source	1608	1620
R000321	7	Ayah	1696	1954
R000321	7	claimed_source	1672	1693
R000321	8	Ayah	2028	2096
R000321	8	claimed_source	2004	2025
R000322	1	Ayah	354	492
R000322	1	claimed_source	503	515
R000322	2	Ayah	581	719
R000322	2	claimed_source	730	742
R000322	3	matn	772	828
R000322	3	claimed_source	839	898
R000322	4	matn	917	973
R000322	4	claimed_source	984	1040
R000322	5	matn	1411	1449
R000322	5	claimed_source	1460	1505
R000322	6	matn	1529	1583
R000322	6	claimed_source	1594	1650
R000325	1	Ayah	324	464
R000325	1	claimed_source	467	476
R000325	2	matn	627	638
R000325	2	claimed_source	641	694
R000325	3	Ayah	1309	1357
R000325	3	claimed_source	1360	1369
R000325	4	matn	1458	1541
R000325	4	claimed_source	1545	1609
R000326	1	Ayah	405	505
R000326	1	claimed_source	508	519
R000326	2	matn	700	719
R000326	2	claimed_source	722	726
R000326	3	matn	868	943
R000326	3	claimed_source	946	953
R000326	4	Ayah	1456	1669
R000326	4	claimed_source	1672	1681
R000327	1	Ayah	81	183
R000327	1	claimed_source	186	197
R000328	1	Ayah	544	693
R000328	1	claimed_source	702	713
R000328	2	matn	737	754
R000328	2	claimed_source	763	802
R000328	3	Ayah	959	1048
R000328	3	claimed_source	1057	1069
R000328	4	matn	1089	1111
R000328	4	claimed_source	1120	1156
R000328	5	matn	1299	1327
R000328	5	claimed_source	1336	1379
R000328	6	matn	1484	1542
R000328	6	claimed_source	1551	1592
R000328	7	matn	1722	1739
R000328	7	claimed_source	1748	1760
R000328	8	Ayah	1882	1904
R000328	8	claimed_source	1913	1924
R000328	9	matn	2080	2097
R000328	9	claimed_source	2106	2118
R000329	1	Ayah	594	709
R000329	1	claimed_source	712	723
R000329	2	Ayah	790	897
R000329	2	claimed_source	900	911
R000329	3	matn	985	1067
R000329	3	isnad	946	983
R000329	3	claimed_source	1070	1079
R000330	1	Ayah	205	270
R000330	1	claimed_source	182	202
R000330	2	matn	377	409
R000330	2	claimed_source	412	425
R000330	3	Ayah	649	706
R000330	3	claimed_source	623	646
R000330	4	Ayah	899	932
R000330	4	claimed_source	874	896
R000331	1	Ayah	374	517
R000331	1	claimed_source	528	539
R000333	1	matn	886	913
R000333	1	claimed_source	974	1002
R000333	2	Ayah	1594	1663
R000333	2	claimed_source	1806	1829
R000333	3	matn	931	958
R000333	4	Ayah	1721	1790
R000334	1	NoAnnotation	-	-
